item,domain,Discrimination,Difficulty_1
TQ_ICR-D-i1,cued_recall,0.52169937,0.9088239073753357
TQ_ICR-D-i2,cued_recall,0.5288062,1.7182351350784302
TQ_ICR-D-i3,cued_recall,0.62660253,0.8388082981109619
TQ_ICR-D-i4,cued_recall,0.62950563,1.5557435750961304
TQ_ICR-D-i5,cued_recall,0.4770516,2.684018850326538
TQ_ICR-D-i6,cued_recall,0.9518633,1.1133157014846802
TQ_ICR-N-i1,cued_recall,1.4724612,-1.8381531238555908
TQ_ICR-N-i2,cued_recall,0.56106436,-2.81583309173584
TQ_ICR-N-i3,cued_recall,0.92200166,-3.2046098709106445
TQ_ICR-N-i4,cued_recall,1.2284505,-2.2880260944366455
TQ_ICR-N-i5,cued_recall,1.3071705,-1.8844424486160278
TQ_ICR-N-i6,cued_recall,1.1431924,-2.0991508960723877
TQ_ICR-O-i1,cued_recall,0.43618295,3.0242583751678467
TQ_ICR-O-i2,cued_recall,0.69298124,2.844977378845215
TQ_ICR-O-i3,cued_recall,0.20324549,2.8405025005340576
TQ_ICR-O-i4,cued_recall,0.34813643,2.823183536529541
TQ_ICR-O-i5,cued_recall,0.17440432,5.353593826293945
TQ_ICR-O-i6,cued_recall,0.23241301,4.8520121574401855
TQ_ICR-U-i1,cued_recall,1.5225197,-0.23395375907421112
TQ_ICR-U-i2,cued_recall,1.0566086,-0.8726127743721008
TQ_ICR-U-i3,cued_recall,1.1457522,-0.6748941540718079
TQ_ICR-U-i4,cued_recall,0.7430947,-0.7353982925415039
TQ_ICR-U-i5,cued_recall,1.7797161,-0.08892534673213959
TQ_ICR-U-i6,cued_recall,1.01061,-0.5389405488967896
TQ_IFR-D-i1,free_recall,0.36809397,1.7547730207443237
TQ_IFR-D-i2,free_recall,0.47840407,1.9403489828109741
TQ_IFR-D-i3,free_recall,0.5170719,1.1483476161956787
TQ_IFR-D-i4,free_recall,0.2541129,2.9022176265716553
TQ_IFR-D-i5,free_recall,0.15673187,4.386507511138916
TQ_IFR-D-i6,free_recall,0.04958712,21.64993667602539
TQ_IFR-N-i1,free_recall,1.2423372,-0.321821391582489
TQ_IFR-N-i2,free_recall,0.6821692,-0.14946579933166504
TQ_IFR-N-i3,free_recall,0.68769044,-0.5273808836936951
TQ_IFR-N-i4,free_recall,0.38765454,-0.9857882261276245
TQ_IFR-N-i5,free_recall,1.1989541,0.5159236192703247
TQ_IFR-N-i6,free_recall,0.85323805,0.5037832856178284
TQ_IFR-O-i1,free_recall,0.09231577,10.146563529968262
TQ_IFR-O-i2,free_recall,0.16741908,6.307758331298828
TQ_IFR-O-i3,free_recall,0.31993183,1.335323452949524
TQ_IFR-O-i4,free_recall,0.07382194,9.24545669555664
TQ_IFR-O-i5,free_recall,0.22666363,2.463472604751587
TQ_IFR-O-i6,free_recall,0.22046743,4.043011665344238
TQ_IFR-U-i1,free_recall,1.2269386,-0.006763816345483065
TQ_IFR-U-i2,free_recall,0.7544349,-0.2215188592672348
TQ_IFR-U-i3,free_recall,0.80671245,-0.09675916284322739
TQ_IFR-U-i4,free_recall,0.34431028,-0.20372921228408813
TQ_IFR-U-i5,free_recall,0.91158485,0.35553786158561707
TQ_IFR-U-i6,free_recall,0.5215474,0.3408598005771637
TQ_IRE-D-i1,recognition,0.5946516,0.9007559418678284
TQ_IRE-D-i2,recognition,0.43068978,1.7004677057266235
TQ_IRE-D-i3,recognition,0.7931442,0.4763026833534241
TQ_IRE-D-i4,recognition,0.6247471,1.6174343824386597
TQ_IRE-D-i5,recognition,0.4117243,1.7731516361236572
TQ_IRE-D-i6,recognition,0.93558514,1.0022571086883545
TQ_IRE-N-i1,recognition,1.3991628,-2.6767024993896484
TQ_IRE-N-i2,recognition,0.611171,-4.437190532684326
TQ_IRE-N-i3,recognition,0.5605819,-3.8791873455047607
TQ_IRE-N-i4,recognition,0.6822476,-3.077089548110962
TQ_IRE-N-i5,recognition,0.54536104,-4.163266181945801
TQ_IRE-N-i6,recognition,0.65151584,-4.386441230773926
TQ_IRE-O-i1,recognition,0.39261577,2.9639179706573486
TQ_IRE-O-i2,recognition,0.38263777,5.016102313995361
TQ_IRE-O-i3,recognition,0.15496458,3.4979634284973145
TQ_IRE-O-i4,recognition,0.0725199,14.146265029907227
TQ_IRE-O-i5,recognition,0.28026935,3.586918354034424
TQ_IRE-O-i6,recognition,0.4288602,3.660398244857788
TQ_IRE-U-i1,recognition,1.2752082,-0.43701767921447754
TQ_IRE-U-i2,recognition,0.9088356,-1.4031676054000854
TQ_IRE-U-i3,recognition,1.4116534,-0.6198821663856506
TQ_IRE-U-i4,recognition,0.72952324,-0.7430638074874878
TQ_IRE-U-i5,recognition,1.4612222,-0.2483048141002655
TQ_IRE-U-i6,recognition,0.8382411,-0.838611900806427
